brand,model,condition,warranty,screen_size,processor,ram,card,hard_driver,made_in,information,hard_driver_kind,price
HP,Pavilion,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i7,8 GB,Onboard,512 GB,Mỹ,In trên bao bì,SSD,15.900.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),Còn bảo hành,15 - 16.9 inch,Intel Core i7,16 GB,AMD,512 GB,Mỹ,In trên bao bì,SSD,7.990.000 đ
Toshiba,Dòng Khác,Mới,3 tháng,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Nhật Bản,In trên bao bì,SSD,2.999.999 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,SSD,5.500.000 đ
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,256 GB,Đang cập nhật,In trên bao bì,SSD,8.000.000 đ
HP,Pavilion,Đã sử dụng (chưa sửa chữa),7-12 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,SSD,6.800.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,AMD,1 TB,Mỹ,In trên bao bì,HDD,4.800.000 đ
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,256 GB,Đang cập nhật,In trên bao bì,SSD,8.000.000 đ
MSI,GL Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,7.500.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NaN,128 GB,Đang cập nhật,In trên bao bì,SSD,1.500.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,Intel Core i5,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,1.500.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,NaN,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,SSD,4.500.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Việt Nam,In trên bao bì,SSD,1.349.000 đ
Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Khác,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,SSD,14.900.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Nước khác,In trên bao bì,SSD,2.000.000 đ
Apple,MacBook Air M2,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,NaN,8 GB,NaN,512 GB,Mỹ,In trên bao bì,NaN,22.790.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,8 GB,NaN,256 GB,Mỹ,In trên bao bì,NaN,9.490.000 đ
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,17 - 18.9 inch,Intel Pentium,8 GB,NaN,128 GB,Đang cập nhật,In trên bao bì,SSD,1.200.000 đ
Toshiba,Satellite Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i7,8 GB,NaN,128 GB,Đang cập nhật,In trên bao bì,SSD,2.000.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,9.500.000 đ
Dell,G Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Nước khác,In trên bao bì,SSD,12.500.000 đ
Acer,Aspire,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Ryzen 5,8 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,10.500.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1 tháng,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Nhật Bản,In trên bao bì,SSD,1.300.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,Intel Core i5,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,1.500.000 đ
HP,Envy,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,4 GB,NaN,256 GB,Đang cập nhật,In trên bao bì,SSD,3.400.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i7,8 GB,Onboard,128 GB,Mỹ,In trên bao bì,SSD,4.300.000 đ
Dell,Inspiron,Đã sử dụng (qua sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,> 1 TB,Việt Nam,In trên bao bì,SSD,5.000.000 đ
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),1 tháng,11 - 12.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Nhật Bản,In trên bao bì,SSD,3.900.000 đ
Asus,Zephyrus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,50.800.000 đ
HP,Pavilion,Đã sử dụng (chưa sửa chữa),7-12 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,SSD,6.800.000 đ
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,17 - 18.9 inch,Intel Pentium,8 GB,NaN,128 GB,Đang cập nhật,In trên bao bì,SSD,1.200.000 đ
Asus,K Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,640 GB,Đài Loan,In trên bao bì,SSD,3.600.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,9.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Đang cập nhật,In trên bao bì,HDD,750.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i7,16 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,8.000.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,9.000.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,8 GB,NaN,256 GB,Mỹ,In trên bao bì,NaN,9.490.000 đ
Dell,G Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Nước khác,In trên bao bì,SSD,12.500.000 đ
Asus,A series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i3,4 GB,NaN,500 GB,Đang cập nhật,In trên bao bì,HDD,1.200.000 đ
Toshiba,Dòng Khác,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Nhật Bản,In trên bao bì,SSD,4.599.999 đ
HP,ZBook,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i7,16 GB,Khác,256 GB,Mỹ,In trên bao bì,SSD,4.900.000 đ
Apple,MacBook Pro M1 Touch Bar,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Khác,16 GB,Onboard,256 GB,Việt Nam,In trên bao bì,SSD,18.650.000 đ
HP,ZBook,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Xeon,16 GB,NVIDIA,512 GB,Nhật Bản,In trên bao bì,SSD,7.900.000 đ
Apple,MacBook Pro M1 Touch Bar,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,16 GB,NaN,256 GB,Đang cập nhật,In trên bao bì,NaN,19.800.000 đ
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),Còn bảo hành,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,1 TB,Đang cập nhật,In trên bao bì,SSD,16.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),7-12 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,SSD,2.999.000 đ
Asus,K Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,640 GB,Đài Loan,In trên bao bì,SSD,3.600.000 đ
Apple,MacBook Pro M2,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,32 GB,NaN,512 GB,Mỹ,In trên bao bì,NaN,37.790.000 đ
Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Khác,8 GB,Khác,256 GB,Việt Nam,In trên bao bì,SSD,13.500.000 đ
Asus,Zephyrus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,50.800.000 đ
Dell,Inspiron,Mới,>12 tháng,15 - 16.9 inch,Intel Core i9,16 GB,NVIDIA,1 TB,Việt Nam,In trên bao bì,SSD,21.890.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Ryzen 5,8 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,11.800.000 đ
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,16 GB,NaN,256 GB,Việt Nam,In trên bao bì,NaN,18.490.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,1.700.000 đ
Dell,Inspiron,Đã sử dụng (qua sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,> 1 TB,Việt Nam,In trên bao bì,SSD,5.000.000 đ
Dell,XPS,Mới,3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,7.900.000 đ
Hãng khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,SSD,3.599.999 đ
Apple,Macbook Pro M3,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,16 GB,NaN,512 GB,Việt Nam,In trên bao bì,NaN,41.790.000 đ
HP,Envy,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,SSD,5.500.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i3,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,SSD,3.500.000 đ
HP,Envy,Mới,3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,SSD,17.500.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,NaN,128 GB,Trung Quốc,In trên bao bì,SSD,7.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,Intel Core i5,8 GB,NaN,256 GB,Đang cập nhật,In trên bao bì,SSD,5.500.000 đ
Hãng khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Nhật Bản,In trên bao bì,SSD,6.999.999 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,SSD,6.300.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i3,4 GB,Onboard,< 128 GB,Đang cập nhật,In trên bao bì,SSD,2.400.000 đ
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,17 - 18.9 inch,Intel Core i5,8 GB,Khác,< 128 GB,Nước khác,In trên bao bì,SSD,3.000.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,SSD,9.900.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,1.700.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Celeron,4 GB,Onboard,128 GB,Mỹ,In trên bao bì,SSD,990.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),4-6 tháng,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,SSD,15.500.000 đ
Dell,XPS,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Khác,256 GB,Đang cập nhật,In trên bao bì,SSD,12.000.000 đ
Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Khác,16 GB,Onboard,512 GB,Việt Nam,In trên bao bì,SSD,31.800.000 đ
MSI,GP Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,17 - 18.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Nước khác,In trên bao bì,SSD,22.800.000 đ
Lenovo,Yoga,Mới,7-12 tháng,13 - 14.9 inch,NaN,16 GB,Khác,512 GB,Mỹ,In trên bao bì,SSD,9.000.000 đ
Apple,Macbook Air M3,Mới,>12 tháng,13 - 14.9 inch,Khác,16 GB,Onboard,512 GB,Việt Nam,In trên bao bì,SSD,34.500.000 đ
HP,Notebook,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,SSD,5.400.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Ryzen 5,8 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,11.800.000 đ
MSI,GL Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,17.500.000 đ
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,2.500.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,NaN,128 GB,Trung Quốc,In trên bao bì,SSD,7.500.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),4-6 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nước khác,In trên bao bì,SSD,5.999.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,SSD,4.300.000 đ
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.320.000 đ
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i9,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,22.000.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,SSD,6.300.000 đ
Dell,Alienware,Mới,7-12 tháng,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Mỹ,In trên bao bì,SSD,14.500.000 đ
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.340.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,4.600.000 đ
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.330.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,SSD,6.500.000 đ
Asus,Zephyrus,Mới,7-12 tháng,13 - 14.9 inch,Ryzen 5,NaN,NVIDIA,512 GB,Mỹ,In trên bao bì,SSD,12.700.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),4-6 tháng,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,SSD,15.500.000 đ
Lenovo,Yoga,Mới,7-12 tháng,13 - 14.9 inch,NaN,16 GB,Khác,512 GB,Mỹ,In trên bao bì,SSD,9.000.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i7,16 GB,Khác,512 GB,Đang cập nhật,In trên bao bì,SSD,8.000.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Việt Nam,In trên bao bì,SSD,1.850.000 đ
Microsoft,Surface Laptop,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Thái Lan,In trên bao bì,SSD,7.500.000 đ
Lenovo,Legion Y Series,Mới,7-12 tháng,15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,SSD,17.500.000 đ
Dell,XPS,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,7.900.000 đ
MSI,GL Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,17.500.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),4-6 tháng,11 - 12.9 inch,Intel Core i5,8 GB,Khác,128 GB,Nước khác,In trên bao bì,SSD,3.990.000 đ
Dell,Precision,Mới,Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Việt Nam,In trên bao bì,NaN,7.490.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,SSD,4.300.000 đ
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.320.000 đ
Acer,Swift,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,5.999.999 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,4.990.000 đ
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,AMD,6 GB,Onboard,250 GB,Trung Quốc,In trên bao bì,HDD,1.250.000 đ
Apple,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Nước khác,In trên bao bì,SSD,5.000.000 đ
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.330.000 đ
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i3,8 GB,Onboard,< 128 GB,Việt Nam,In trên bao bì,SSD,1.500.000 đ
Asus,VivoBook Seriers,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,SSD,5.900.000 đ
Asus,VivoBook Seriers,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,Khác,500 GB,Việt Nam,In trên bao bì,SSD,9.650.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nước khác,In trên bao bì,SSD,2.500.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,8.900.000 đ
Asus,G Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,32 GB,NVIDIA,256 GB,Trung Quốc,In trên bao bì,SSD,9.800.000 đ
Dell,Latitude,Mới,3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.000.000 đ
Lenovo,Legion Y Series,Mới,7-12 tháng,15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,SSD,17.500.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,5.000.000 đ
